City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Batagay-Alyta,RU,67.8,130.41,25.79,86,100,7.87,overcast clouds
469,Road Town,VG,18.42,-64.62,84.2,79,75,9.17,broken clouds
470,Linxia,CN,35.6,103.21,50.04,54,98,2.21,overcast clouds
471,Freeport,US,40.66,-73.58,68.0,45,40,5.82,scattered clouds
472,Port Hardy,CA,50.7,-127.42,51.8,100,90,4.7,fog
473,Northeim,DE,51.7,10.0,55.99,82,91,7.0,light rain
474,San Isidro,PE,-12.12,-77.05,64.4,77,90,6.93,overcast clouds
475,Lixourion,GR,38.2,20.43,77.0,94,20,5.82,few clouds
476,Drexel Heights,US,32.14,-111.03,89.6,11,1,0.51,clear sky
477,Pietersburg,ZA,-23.9,29.47,64.4,82,49,6.93,scattered clouds
478,Maniitsoq,GL,65.42,-52.9,34.65,85,97,11.41,overcast clouds
479,Rembang,ID,-6.71,111.35,80.78,72,63,4.43,light rain
480,Nome,US,64.5,-165.41,46.99,81,90,8.05,light rain
481,Gorom-Gorom,BF,14.44,-0.24,97.27,29,50,10.38,scattered clouds
482,Bahia Blanca,AR,-38.72,-62.27,54.84,39,72,8.03,broken clouds
483,Stod,CZ,49.64,13.16,57.2,82,90,11.41,overcast clouds
484,Chicama,PE,-7.84,-79.15,75.11,54,75,11.59,broken clouds
485,Palauig,PH,15.44,119.9,81.5,74,76,4.65,broken clouds
486,Arteaga,MX,18.47,-102.42,74.5,55,66,4.47,broken clouds
487,Olavarria,AR,-36.89,-60.32,50.0,43,13,1.99,few clouds
488,Altay,CN,47.87,88.12,39.34,64,0,3.44,clear sky
489,Fort Myers Beach,US,26.45,-81.95,82.99,74,1,10.29,clear sky
490,Samarai,PG,-10.62,150.67,78.24,86,74,14.65,moderate rain
491,Tilichiki,RU,60.47,166.1,29.3,90,0,5.46,clear sky
492,Narsaq,GL,60.92,-46.05,42.8,86,20,2.24,few clouds
493,Suzun,RU,53.78,82.31,41.72,74,0,5.14,clear sky
494,Yantal,RU,56.85,105.25,26.8,91,10,4.14,clear sky
495,Yuryevets,RU,57.32,43.1,54.45,73,93,5.39,overcast clouds
496,Perelyub,RU,51.87,50.37,56.55,61,0,6.46,clear sky
497,Carmarthen,GB,51.86,-4.31,52.0,93,100,25.28,light rain
498,Fukue,JP,32.69,128.84,73.72,79,71,2.84,broken clouds
499,Nemuro,JP,43.32,145.57,59.25,93,98,17.09,light rain
500,Qala,AZ,40.44,50.17,68.0,68,11,6.93,few clouds
501,Pedernales,DO,18.04,-71.74,87.8,70,40,13.87,scattered clouds
502,Warkworth,NZ,-36.4,174.67,45.0,94,0,4.65,clear sky
503,Skjervoy,NO,70.03,20.97,50.72,73,0,8.77,clear sky
504,Burgeo,CA,47.62,-57.62,59.45,82,39,19.35,scattered clouds
505,Wiarton,CA,44.74,-81.13,48.99,75,90,8.05,overcast clouds
506,Flinders,AU,-34.58,150.86,63.0,87,77,1.01,broken clouds
507,Am Timan,TD,11.03,20.28,80.19,69,94,3.42,light rain
508,Smederevska Palanka,RS,44.37,20.96,75.2,57,67,13.87,broken clouds
509,Teguldet,RU,57.31,88.17,44.19,84,100,9.62,overcast clouds
510,Oranjemund,NA,-28.55,16.43,59.5,76,0,10.31,clear sky
511,Iquitos,PE,-3.75,-73.25,87.8,66,75,4.7,broken clouds
512,Rocky Mountain House,CA,52.37,-114.92,62.38,51,0,2.08,clear sky
513,Saint-Louis,SN,16.33,-15.0,102.2,35,3,2.24,clear sky
514,Kongolo,CD,-5.38,27.0,80.44,58,9,2.21,clear sky
515,Petauke,ZM,-14.24,31.33,83.03,18,19,7.11,few clouds
516,Burghausen,DE,48.17,12.83,54.0,83,85,4.0,overcast clouds
517,Hauknes,NO,66.28,14.07,53.6,62,40,6.93,scattered clouds
518,Teya,RU,60.38,92.63,42.96,88,100,8.75,light rain
519,Sao Miguel Do Araguaia,BR,-13.28,-50.16,106.43,12,2,3.04,clear sky
520,College,US,64.86,-147.8,51.8,57,75,4.32,broken clouds
521,Malumfashi,NG,11.79,7.62,78.46,64,76,7.09,broken clouds
522,Irbeyskoye,RU,55.64,95.45,34.59,82,95,4.23,overcast clouds
523,Havelock,US,34.88,-76.9,68.0,59,90,14.99,overcast clouds
524,Ciudad Bolivar,VE,8.12,-63.55,90.41,52,5,6.93,clear sky
525,Eureka,US,40.8,-124.16,53.6,100,90,2.95,fog
526,Rovinj,HR,45.08,13.64,68.0,93,75,10.29,broken clouds
527,Nishihara,JP,26.18,127.76,78.8,88,75,4.7,broken clouds
528,Benghazi,LY,32.12,20.07,86.36,40,19,3.56,few clouds
529,Cairns,AU,-16.92,145.77,73.4,69,90,12.75,overcast clouds
530,Waiouru,NZ,-39.48,175.67,43.63,95,45,5.06,scattered clouds
531,Kot Isa Khan,IN,30.95,75.13,76.64,22,0,3.2,clear sky
532,Ariquemes,BR,-9.91,-63.04,92.84,43,81,1.68,broken clouds
533,Manakara,MG,-22.13,48.02,70.05,89,99,5.93,light rain
534,Dijkot,PK,31.22,72.98,82.69,16,0,4.16,clear sky
535,Asosa,ET,10.07,34.53,62.82,95,72,1.54,broken clouds
536,Korla,CN,41.76,86.15,54.73,35,40,2.46,scattered clouds
537,Biltine,TD,14.53,20.92,91.04,36,0,5.32,clear sky
538,Alyangula,AU,-13.85,136.42,71.6,83,90,3.65,overcast clouds
539,Kachiry,KZ,53.07,76.1,51.96,69,60,8.61,broken clouds
540,Coxim,BR,-18.51,-54.76,111.74,9,0,7.43,clear sky
541,Celestun,MX,20.87,-90.4,81.84,69,100,25.48,overcast clouds
542,Omaruru,NA,-21.43,15.93,74.26,16,98,8.59,overcast clouds
543,Praia Da Vitoria,PT,38.73,-27.07,69.8,94,75,13.15,broken clouds
544,Vaasa,FI,63.1,21.62,55.4,76,2,6.93,clear sky
545,Ixtapa,MX,20.7,-105.2,88.0,40,5,8.05,clear sky
546,Mananjary,MG,-21.22,48.33,72.52,92,95,7.16,light rain
547,Bonavista,CA,48.65,-53.11,66.0,80,100,15.01,overcast clouds
548,Maunabo,PR,18.01,-65.9,84.99,76,97,4.0,overcast clouds
549,Huron,US,41.15,-82.55,55.0,64,35,6.22,scattered clouds
550,Vitim,RU,59.45,112.56,27.46,94,51,5.79,broken clouds
551,Erdaojiang,CN,41.78,126.03,46.17,82,0,4.36,clear sky
552,San Jeronimo,PE,-11.95,-75.28,58.05,51,78,4.76,light rain
553,Quang Ngai,VN,15.12,108.8,78.71,86,78,3.58,broken clouds
554,Newport,GB,51.59,-3.0,54.0,96,100,1.01,light rain
555,Matara,LK,5.95,80.54,78.96,84,95,9.57,overcast clouds
556,Vavoua,CI,7.38,-6.48,78.69,92,97,2.98,light rain
557,Ronne,DK,55.1,14.71,60.8,93,59,17.22,broken clouds
558,Manga,BF,11.66,-1.07,87.21,58,62,4.76,broken clouds
559,Jalu,LY,29.03,21.55,92.44,17,0,9.78,clear sky
560,Kaseda,JP,31.42,130.32,71.87,74,8,3.29,clear sky
561,Kovdor,RU,67.57,30.48,44.24,88,93,4.94,overcast clouds
562,Rayong,TH,12.83,101.43,84.0,90,100,7.31,moderate rain
563,Taltal,CL,-25.4,-70.48,64.76,55,55,10.65,broken clouds
564,Richmond,US,37.55,-77.46,68.0,42,20,5.82,few clouds
565,Pasni,PK,25.26,63.47,85.55,46,0,13.76,clear sky
566,Bati,ET,11.18,40.02,69.03,64,80,2.91,broken clouds
567,Kamenka,RU,51.32,42.77,50.0,47,99,6.42,overcast clouds
568,Ostroleka,PL,53.09,21.58,69.01,72,17,12.75,few clouds
569,Dongning,CN,44.06,131.12,42.44,72,0,2.62,clear sky
570,Kalininskaya,RU,45.48,38.66,62.01,100,73,8.88,broken clouds
571,Iskateley,RU,67.68,53.15,33.64,90,30,3.76,scattered clouds
572,Ridgecrest,US,35.62,-117.67,87.01,10,0,0.4,clear sky
573,Zhangye,CN,38.93,100.45,46.63,45,12,1.48,few clouds
574,Bocaiuva,BR,-17.11,-43.81,98.17,15,38,10.65,scattered clouds
575,Acarau,BR,-2.89,-40.12,87.66,51,27,21.81,scattered clouds
576,Bata,GQ,1.86,9.77,82.4,83,40,9.17,scattered clouds
577,Port Augusta,AU,-32.5,137.77,68.0,64,73,10.29,broken clouds
578,Kotelnich,RU,58.31,48.35,43.79,80,18,6.17,few clouds
579,Samana,DO,19.21,-69.34,87.8,79,20,11.41,few clouds
580,Annau,TM,37.89,58.52,66.2,26,82,4.7,broken clouds
581,Surt,LY,31.21,16.59,89.83,31,16,13.73,few clouds
582,Autun,FR,46.95,4.3,53.6,76,99,13.87,light rain
583,Morro Bay,US,35.37,-120.85,71.6,68,1,4.63,haze
584,Kaman,IN,27.65,77.27,82.65,22,0,3.76,clear sky
585,Montepuez,MZ,-13.13,39.0,81.19,41,13,9.13,few clouds
586,Mount Isa,AU,-20.73,139.5,64.4,39,81,3.36,broken clouds
587,Nabire,ID,-3.37,135.48,76.86,89,100,3.4,moderate rain
588,Aykhal,RU,66.0,111.5,28.4,100,90,4.47,light snow
589,Manavalakurichi,IN,8.13,77.3,82.4,88,20,2.24,haze
590,Natal,BR,-5.79,-35.21,86.0,51,40,18.34,scattered clouds
591,Mayumba,GA,-3.43,10.66,77.83,86,70,9.26,broken clouds
592,Tucumcari,US,35.17,-103.72,64.4,34,1,17.22,clear sky
593,Malbork,PL,54.04,19.03,68.0,70,25,10.0,scattered clouds
594,Yining,CN,29.04,114.56,66.81,92,100,2.95,overcast clouds
595,Grand Gaube,MU,-20.01,57.66,71.01,79,3,10.67,clear sky
596,Berbera,SO,10.44,45.01,85.42,62,0,7.09,clear sky
597,Ovar,PT,40.86,-8.63,64.4,72,75,6.93,broken clouds
598,San Juan,AR,-31.54,-68.54,57.79,41,73,1.25,broken clouds
599,Somers Point,US,39.32,-74.59,66.99,45,1,6.93,clear sky
600,Tabou,CI,4.42,-7.35,79.05,82,98,11.1,overcast clouds
601,Solenzo,BF,12.18,-4.08,85.37,61,51,4.21,broken clouds
602,Atar,MR,20.52,-13.05,96.53,17,0,11.36,clear sky
603,Vestmannaeyjar,IS,63.44,-20.27,46.4,75,75,12.75,broken clouds
604,Menongue,AO,-14.66,17.69,71.08,53,96,2.46,overcast clouds
605,Fairfield,US,41.27,-73.32,66.0,59,20,5.82,few clouds
606,Changzhou,CN,31.78,119.97,64.99,95,100,3.0,moderate rain
607,Den Helder,NL,52.96,4.76,55.0,100,90,11.41,drizzle
608,Bowen,AU,-20.02,148.23,71.6,73,75,10.29,broken clouds
609,Zaterechnyy,RU,44.79,45.21,62.74,68,24,14.56,few clouds
610,Quelimane,MZ,-17.88,36.89,77.0,83,20,10.29,few clouds
611,Sambava,MG,-14.27,50.17,73.18,84,19,8.21,few clouds
612,Mezhova,UA,48.25,36.73,63.48,63,91,7.65,light rain
613,Kholtoson,RU,50.3,103.31,23.14,78,0,3.38,clear sky
614,Loa Janan,ID,-0.58,117.09,74.95,95,100,2.86,overcast clouds
615,Leshukonskoye,RU,64.9,45.76,37.44,78,85,2.68,overcast clouds
616,Qasigiannguit,GL,68.82,-51.19,35.6,69,40,6.93,scattered clouds
617,Kiama,AU,-34.68,150.87,63.0,84,72,11.99,broken clouds
618,Lamu,KE,-2.27,40.9,78.8,78,20,9.17,few clouds
619,Kokstad,ZA,-30.55,29.42,53.69,87,82,3.58,light rain
620,Harper,LR,4.38,-7.72,78.67,85,85,11.83,light rain
621,Inirida,CO,3.87,-67.92,91.47,56,57,1.63,light rain
622,Kahului,US,20.89,-156.47,77.0,78,20,6.93,few clouds
623,Goundam,ML,16.41,-3.67,97.61,29,69,13.15,broken clouds
624,Abalak,RU,58.13,68.59,35.37,86,63,10.45,broken clouds
625,Yantzaza,EC,-3.83,-78.76,84.2,37,40,6.93,scattered clouds
626,Belmonte,BR,-15.86,-38.88,84.2,58,40,18.34,scattered clouds
627,Viedma,AR,-40.81,-63.0,54.03,36,0,4.54,clear sky
628,Lodja,CD,-3.48,23.43,79.14,70,53,1.23,broken clouds
629,Pemangkat,ID,1.17,108.97,78.46,79,100,1.16,moderate rain
630,Cam Ranh,VN,11.92,109.16,82.4,83,40,4.7,scattered clouds
631,Phoenix,US,33.45,-112.07,93.0,18,60,1.01,broken clouds
632,Nalut,LY,30.33,10.85,93.09,10,62,9.73,broken clouds
633,Polunochnoye,RU,60.87,60.42,32.25,94,53,3.89,broken clouds
634,Inongo,CD,-1.95,18.27,76.46,78,88,1.97,overcast clouds
635,Ulladulla,AU,-35.35,150.47,53.01,93,0,6.89,clear sky
636,Rocha,UY,-34.48,-54.33,52.48,60,48,12.28,scattered clouds
637,Shanghai,CN,31.22,121.46,71.01,100,75,8.95,shower rain
638,Eirunepe,BR,-6.66,-69.87,98.4,32,1,4.85,clear sky
639,Mahebourg,MU,-20.41,57.7,71.6,83,20,3.36,few clouds
640,Darnah,LY,32.77,22.64,84.69,49,88,4.76,light rain
641,Shahreza,IR,32.03,51.88,60.93,31,39,3.56,scattered clouds
642,Sangin,AF,32.07,64.84,65.26,25,0,2.64,clear sky
643,Verkhnyaya Sysert,RU,56.44,60.75,46.4,52,97,6.71,overcast clouds
644,Lazaro Cardenas,MX,17.96,-102.2,84.42,55,87,6.67,overcast clouds
645,Kangaatsiaq,GL,68.31,-53.46,34.23,85,100,4.81,overcast clouds
646,Pudozh,RU,61.81,36.53,49.8,91,96,6.02,overcast clouds
647,Lyubech,UA,51.7,30.66,58.14,78,98,7.76,overcast clouds
648,Xingyi,CN,24.19,102.82,61.16,96,47,2.37,scattered clouds
649,Bannu,PK,32.99,70.6,80.38,16,0,1.36,clear sky
650,Clonakilty,IE,51.62,-8.87,52.0,66,75,12.75,broken clouds
651,Sidhi,IN,24.42,81.88,78.57,65,78,1.81,light rain
652,Dawlatabad,AF,36.41,64.91,59.72,31,0,4.41,clear sky
653,Uaua,BR,-9.84,-39.48,94.87,21,66,10.16,broken clouds
654,Abu Dhabi,AE,24.47,54.37,89.6,55,0,11.41,clear sky
655,Abu Zabad,SD,12.35,29.25,88.0,44,41,9.91,scattered clouds
656,Grindavik,IS,63.84,-22.43,44.6,81,75,17.22,broken clouds
657,Mujiayingzi,CN,42.12,118.78,38.1,68,47,7.47,scattered clouds
658,Floro,NO,61.6,5.03,62.6,48,85,12.75,overcast clouds
659,Alanya,TR,36.54,32.0,75.2,73,20,5.82,few clouds
660,Pyu,MM,18.48,96.43,76.19,96,100,4.07,light rain
661,Chalus,IR,36.66,51.42,73.4,73,40,4.21,scattered clouds
662,Mogadishu,SO,2.04,45.34,78.78,85,28,15.66,scattered clouds
663,Groton,US,41.35,-72.08,66.99,48,75,12.75,broken clouds
664,Ruwi,OM,23.6,58.55,89.6,66,0,1.12,clear sky
665,Vizinga,RU,61.07,50.1,36.45,83,38,3.87,scattered clouds
666,Casas Grandes,MX,30.37,-107.95,81.0,18,13,1.99,few clouds
667,Yamada,JP,39.47,141.95,62.91,80,87,5.23,moderate rain
668,Gorontalo,ID,0.54,123.06,75.99,85,100,2.19,overcast clouds
669,Turtas,RU,58.94,69.13,35.11,87,98,11.59,overcast clouds
670,San Policarpo,PH,12.18,125.51,79.16,86,98,7.2,overcast clouds
671,Halden,NO,59.12,11.39,57.2,76,75,13.87,broken clouds
672,Tamboril,DO,19.49,-70.61,89.6,74,75,13.87,broken clouds
673,Union City,US,37.6,-122.02,81.0,60,1,1.72,smoke
674,Biak,ID,-0.91,122.88,76.75,78,98,5.12,overcast clouds
675,Dwarka,IN,22.24,68.97,81.84,79,1,11.14,clear sky
676,Lexington Park,US,38.27,-76.45,68.0,45,1,6.93,clear sky
677,Dhidhdhoo,MV,6.88,73.1,81.84,76,44,11.88,scattered clouds
678,Beloha,MG,-25.17,45.05,64.44,77,3,10.94,clear sky
679,Sao Felix Do Xingu,BR,-6.64,-51.99,102.15,22,81,5.93,broken clouds
680,Taldan,RU,53.67,124.8,38.25,89,100,9.13,overcast clouds
681,Kushmurun,KZ,52.45,64.63,54.03,69,71,6.38,broken clouds
682,Verkhnyaya Inta,RU,65.98,60.31,32.23,95,16,8.57,few clouds
683,Otradnoye,RU,59.78,30.82,60.01,62,93,11.18,overcast clouds
684,Nara,JP,34.69,135.8,72.0,61,98,2.42,overcast clouds
685,Shuya,RU,56.85,41.39,52.61,79,79,4.97,broken clouds
686,Alta Floresta,BR,-9.88,-56.09,101.84,20,82,1.01,broken clouds
687,Tupancireta,BR,-29.08,-53.84,58.08,83,98,22.68,overcast clouds
688,Ranong,TH,9.97,98.63,77.52,83,100,8.59,light rain
689,Tatarsk,RU,55.22,75.98,50.38,67,62,9.57,broken clouds
690,Kraluv Dvur,CZ,49.95,14.03,69.01,59,57,5.82,moderate rain
691,Linjiang,CN,41.81,126.91,43.3,79,0,2.82,clear sky
692,Karratha,AU,-20.74,116.85,66.81,32,9,19.62,clear sky
693,Byron Bay,AU,-28.65,153.62,57.0,93,7,1.12,clear sky
694,Matagami,CA,49.75,-77.63,39.2,64,90,5.82,overcast clouds
695,Mont-Dore,NC,-22.28,166.58,62.6,77,20,3.36,few clouds
696,Jiazi,CN,22.88,116.07,76.89,81,65,7.11,light rain
697,Kalianget,ID,-7.05,113.93,82.35,73,73,10.16,broken clouds
698,Gasa,PS,31.5,34.47,78.8,57,20,8.05,few clouds
699,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,33.8,100,0,6.71,clear sky
700,Hit,IQ,33.64,42.83,83.5,23,0,6.51,clear sky
701,Tiznit,MA,29.58,-9.5,68.92,63,0,9.95,clear sky
702,Ust-Tsilma,RU,65.44,52.15,35.82,84,91,2.93,overcast clouds
703,Gambo,CF,4.65,22.26,75.33,77,10,1.63,clear sky
704,Evensk,RU,61.95,159.23,35.67,79,0,4.0,clear sky
